timestamp,event_type,token_id,reset_time_utc8
2026-06-01 08:46:41,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-01 16:46:41
2026-06-01 08:46:50,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-01 16:46:50
2026-06-01 22:38:42,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-02 06:38:42
2026-06-01 22:38:51,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-02 06:38:51
2026-06-02 08:09:28,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-02 16:09:28
2026-06-02 08:09:42,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-02 16:09:42
2026-06-02 22:31:33,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-03 06:31:33
2026-06-02 22:31:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-03 06:31:43
2026-06-03 08:30:11,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-03 16:30:11
2026-06-03 08:30:20,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-03 16:30:20
2026-06-03 22:34:57,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-04 06:34:57
2026-06-03 22:35:06,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-04 06:35:06
2026-06-04 08:01:38,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-04 16:01:38
2026-06-04 08:01:49,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-04 16:01:49
2026-06-04 21:57:08,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-05 05:57:08
2026-06-04 21:57:17,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-05 05:57:17
2026-06-05 07:48:26,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-05 15:48:26
2026-06-05 07:48:35,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-05 15:48:35
2026-06-05 21:50:23,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-06 05:50:23
2026-06-05 21:50:32,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-06 05:50:32
2026-06-06 06:40:30,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-06 14:40:30
2026-06-06 06:40:39,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-06 14:40:39
2026-06-06 21:33:05,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-07 05:33:05
2026-06-06 21:33:14,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-07 05:33:14
2026-06-07 07:14:50,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-07 15:14:50
2026-06-07 07:15:01,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-07 15:15:01
2026-06-07 21:41:01,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-08 05:41:01
2026-06-07 21:41:12,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-08 05:41:12
2026-06-08 08:24:05,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-08 16:24:05
2026-06-08 08:24:15,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-08 16:24:15
2026-06-08 22:06:49,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-09 06:06:49
2026-06-08 22:06:59,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-09 06:06:59
2026-06-09 06:59:12,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-09 14:59:12
2026-06-09 06:59:22,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-09 14:59:22
2026-06-09 22:00:37,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-10 06:00:37
2026-06-09 22:00:47,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-10 06:00:47
2026-06-10 07:18:34,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-10 15:18:34
2026-06-10 07:18:43,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-10 15:18:43
2026-06-10 22:22:27,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-11 06:22:27
2026-06-10 22:22:37,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-11 06:22:37
2026-06-11 08:17:24,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-11 16:17:24
2026-06-11 08:17:33,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-11 16:17:33
2026-06-11 22:19:56,SESSION-RESET-TRIGGER,TOKEN_1,2026-06-12 06:19:56
2026-06-11 22:20:05,SESSION-RESET-TRIGGER,TOKEN_2,2026-06-12 06:20:05
